Title,Link,SQL,Python,Power BI,Excel,Tableau,Angielski,Cloud,R
Starszy/a specjalista/ka Back-End,"https://www.pracuj.pl/praca/starszy-a-specjalista-ka-back-end-warszawa-stawki-40,oferta,1004539964?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Asystent/Asystentka Kierownika Sprzedaży,"https://www.pracuj.pl/praca/asystent-asystentka-kierownika-sprzedazy-lublin-teczowa-159b,oferta,1004556942?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,0,0,0
Menadżer usług / Menadżerka usług porządkowo – czystościowych,"https://www.pracuj.pl/praca/menadzer-uslug-menadzerka-uslug-porzadkowo-czystosciowych-warszawa,oferta,1004556926?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Data Scientist - available ASAP,"https://www.pracuj.pl/praca/data-scientist-available-asap-warszawa,oferta,1004538809?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,1,1,0,1,0,0
Data Scientist - NLP & LLM (m/f/d),"https://www.pracuj.pl/praca/data-scientist-nlp-llm-m-f-d-lodz-generala-walerego-wroblewskiego-18,oferta,1004563103?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,1,0
Junior Supply Chain Data Scientist,"https://www.pracuj.pl/praca/junior-supply-chain-data-scientist-tczew-malinowska-28,oferta,1004544638?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,0,1
Data Scientist (aukcje i bidding) | Branża E-commerce,"https://www.pracuj.pl/praca/data-scientist-aukcje-i-bidding-branza-e-commerce-warszawa,oferta,1004549600?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,1,0
Investment Analyst - Private Equity Fund,"https://www.pracuj.pl/praca/investment-analyst-private-equity-fund-warszawa,oferta,1004545932?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Junior Data Analyst,"https://www.pracuj.pl/praca/junior-data-analyst-krakow,oferta,1004534417?sug=list_bd_6&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Financial Process Analyst (AR),"https://www.pracuj.pl/praca/financial-process-analyst-ar-katowice,oferta,1004542027?sug=list_bd_10&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Młodszy Specjalista / Młodsza Specjalistka ds. Uprawnień,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-uprawnien-wroclaw,oferta,1004530976?sug=list_bd_13&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. weryfikacji i wprowadzania danych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-weryfikacji-i-wprowadzania-danych-wroclaw-plac-grunwaldzki-23,oferta,1004551977?sug=list_bd_14&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Financial Process Analyst (AR),"https://www.pracuj.pl/praca/financial-process-analyst-ar-katowice,oferta,1004542027?sug=list_bd_7&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Junior AI Engineer,"https://www.pracuj.pl/praca/junior-ai-engineer-krakow-swietego-jana-20,oferta,1004503997?sug=list_bd_8&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Młodszy Analityk Ryzyka (k/m),"https://www.pracuj.pl/praca/mlodszy-analityk-ryzyka-k-m-wroclaw-raclawicka-2,oferta,1004549119?sug=list_bd_12&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista / Specjalistka ds. weryfikacji i wprowadzania danych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-weryfikacji-i-wprowadzania-danych-wroclaw-plac-grunwaldzki-23,oferta,1004551977?sug=list_bd_15&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Młodszy analityk finansowy/Młodsza analityczka finansowa,"https://www.pracuj.pl/praca/mlodszy-analityk-finansowy-mlodsza-analityczka-finansowa-wroclaw-plac-grunwaldzki-22,oferta,1004560729?sug=list_bd_10&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Junior AI Engineer,"https://www.pracuj.pl/praca/junior-ai-engineer-krakow-swietego-jana-20,oferta,1004503997?sug=list_bd_6&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista / Specjalistka ds. weryfikacji i wprowadzania danych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-weryfikacji-i-wprowadzania-danych-wroclaw-plac-grunwaldzki-23,oferta,1004551977?sug=list_bd_9&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Młodszy Specjalista / Młodsza Specjalistka ds. Uprawnień,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-uprawnien-wroclaw,oferta,1004530976?sug=list_bd_12&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Junior Data Analyst,"https://www.pracuj.pl/praca/junior-data-analyst-krakow,oferta,1004534417?sug=list_bd_7&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Młodszy Specjalista ds. Controllingu (K/M),"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-controllingu-k-m-wroclaw,oferta,1004544300?sug=list_bd_11&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Główna Specjalistka / Główny Specjalista w Wydziale Produktów i Rozliczeń Zakupu Energii Elektrycznej i Praw Majątkowych,"https://www.pracuj.pl/praca/glowna-specjalistka-glowny-specjalista-w-wydziale-produktow-i-rozliczen-zakupu-e-warszawa,oferta,1004544933?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,1,0,0,0,0
OTC Analyst with English and French,"https://www.pracuj.pl/praca/otc-analyst-with-english-and-french-warszawa,oferta,1004546278?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Product Marketing Manager,"https://www.pracuj.pl/praca/product-marketing-manager-wroclaw,oferta,1004556787?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Lider/ka Zespołu Księgowego | JWW Accounting Office,"https://www.pracuj.pl/praca/lider-ka-zespolu-ksiegowego-jww-accounting-office-wroclaw-aleja-wisniowa-43a,oferta,1004556879?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Kasjer - Sprzedawca,"https://www.pracuj.pl/praca/kasjer-sprzedawca-warszawa,oferta,1004541250?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,0,0,0
Knowledge Analyst – Procurement,"https://www.pracuj.pl/praca/knowledge-analyst-procurement-wroclaw-plac-nowy-targ-28,oferta,1004555643?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Actuarial Analyst,"https://www.pracuj.pl/praca/actuarial-analyst-warszawa,oferta,1004550863?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,1,0,0,0,1
"Senior Analyst, FP&A Global Cocoa","https://www.pracuj.pl/praca/senior-analyst-fp-a-global-cocoa-lodz-wolczanska-180,oferta,1004555477?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Data Analytics Engineer,"https://www.pracuj.pl/praca/data-analytics-engineer-krakow-wadowicka-3a,oferta,1004500292?sug=list_bd_6_boosterAI_L2&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,1,0,0,1,0
Młodszy Specjalista / Młodsza Specjalistka ds. Uprawnień,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-uprawnien-wroclaw,oferta,1004530976?sug=list_bd_14&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
